id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w,Weekly_Avg_Video_Game_Hours,Weekly_Avg_Exercise_Hours
60225279,6,California,CA,Alameda County,Poway,Alameda city,Track,Track,92064,858,2006792,0,33.0159951,-117.0682214,54653,35848,52555,551.748418301104,5.2,3.7
60225289,6,California,CA,Alameda County,Poway,Alameda city,Track,Track,92064,858,6297998,0,33.0414758,-117.0511483,113789,96220,76492,494.57602453692,0.5,4.4
6022529,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91103,626,1172566,0,34.1752067,-118.1462036,60953,48381,51084,1018.3212623261,2.0,4.2
60225299,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92131,858,4465539,11354,32.9046416,-117.1049363,138223,300000,73428,130.656678948949,0.5,4.6
60225309,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92127,858,10115473,50405,33.008998,-117.1044271,139590,134011,76896,959.986840115293,0.2,4.2
60225319,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92129,858,2335763,0,32.9749586,-117.0988796,26639,20223,21902,349.652253227458,18.8,1.3
60225329,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92128,858,4816327,5258,32.9526388,-117.0876596,126815,123029,62527,288.336930351954,0.2,4.3
60225339,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92128,858,5683194,35163,32.9402551,-117.08501,139549,300000,76483,195.882876605244,0.4,4.5
60225349,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92131,858,2133358,0,32.9144857,-117.0766489,127896,300000,67342,129.822473841144,0.8,4.4
60225359,6,California,CA,Alameda County,San Diego,Alameda city,Track,Track,92128,858,2484502,0,33.0037084,-117.0665065,98955,300000,64937,143.321888171201,0.5,4.4
60225369,6,California,CA,Alameda County,Poway,Alameda city,Track,Track,92064,858,6725972,0,32.9895326,-117.045904,97831,87456,78949,462.37063329405,0.9,4.2
60225379,6,California,CA,Alameda County,Rancho Santa Fe,Alameda city,Track,Track,92067,858,29898141,450333,33.0198637,-117.2118813,109128,83971,75409,144.85634806256,0.3,4.3
60225389,6,California,CA,Alameda County,Carlsbad,Alameda city,Track,Track,92009,760,4407413,0,33.077884,-117.233336,64113,300000,63098,305.195602485608,4.9,4.0
6022539,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91106,626,632478,0,34.1549625,-118.1270033,55486,46756,41846,1109.70934176803,8.2,3.7
60225399,6,California,CA,Alameda County,Solana Beach,Alameda city,Track,Track,92075,858,2689481,970615,33.0018093,-117.2636175,148955,137026,89719,163.819537964665,0.4,4.3
60225409,6,California,CA,Alameda County,Solana Beach,Alameda city,Track,Track,92075,858,4700975,0,32.9890371,-117.2402703,186307,300000,86432,85.1284585703404,0.9,4.2
60225419,6,California,CA,Alameda County,Cardiff-by-the-sea,Alameda city,Track,Track,92007,760,4768404,193029,33.0221644,-117.2649644,115526,300000,64778,98.4927680999891,0.6,4.5
60225429,6,California,CA,Alameda County,Encinitas,Alameda city,Track,Track,92024,760,7999078,727207,33.0812238,-117.2787053,128563,137097,79277,174.356433672251,0.3,4.4
60225439,6,California,CA,Alameda County,Encinitas,Alameda city,Track,Track,92024,760,2124726,798479,33.0772389,-117.3060959,93754,76138,69417,150.920777342397,0.0,4.6
60225449,6,California,CA,Alameda County,Carlsbad,Alameda city,Track,Track,92009,760,5187230,456227,33.1005787,-117.2889625,131845,114553,85736,210.973889210785,0.9,4.2
60225459,6,California,CA,Alameda County,Carlsbad,Alameda city,Track,Track,92009,760,4725274,2140970,33.113797,-117.3220158,105324,85972,83479,378.310925674139,0.8,4.0
60225469,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92054,760,2543855,317983,33.1771014,-117.3611031,61486,52672,51270,359.812622474975,4.8,3.8
60225479,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92054,760,1585002,0,33.1897008,-117.3702227,62169,54057,48754,250.614807123511,4.9,3.7
60225489,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92054,760,6270147,84819,33.1869908,-117.339085,55114,51635,37779,530.672124109672,8.2,3.4
6022549,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91107,626,2525124,11574,34.1368435,-118.0800613,104074,80710,79128,481.139063400122,0.2,4.3
60225499,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92054,760,1992068,5513,33.2158066,-117.3364699,59673,49266,45997,247.044797355156,8.5,3.6
60225509,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92057,760,8713895,0,33.2136656,-117.3079977,76108,59651,53589,957.092649588364,3.8,4.0
60225519,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92056,760,1941353,0,33.1879915,-117.3027414,56117,46614,48552,932.258416616838,6.6,3.7
60225529,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92058,760,4581766,303120,33.211386,-117.3578942,51216,45576,28745,372.283968214829,9.1,3.3
60225539,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92057,760,2463561,46009,33.2591005,-117.3032479,49936,42432,38073,479.985020559654,6.2,3.8
60225549,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92058,760,1679553,0,33.2306185,-117.3318904,47529,45820,37212,873.751102152751,8.4,3.4
60225559,6,California,CA,Alameda County,Bonsall,Alameda city,Track,Track,92003,760,47495774,1354261,33.2857623,-117.1904461,74199,300000,50969,166.992482624072,3.1,4.2
60225569,6,California,CA,Alameda County,Fallbrook,Alameda city,Track,Track,92028,760,2818971,0,33.3720234,-117.2431853,42850,39324,25692,628.709093702815,5.5,3.6
60225579,6,California,CA,Alameda County,Pauma Valley,Alameda city,Track,Track,92061,760,292639793,82207,33.3358743,-117.0114507,78807,81325,53503,167.421454767594,2.5,4.5
60225589,6,California,CA,Alameda County,Valley Center,Alameda city,Track,Track,92082,760,79458914,0,33.2532934,-116.9904538,97873,93104,65729,418.735627012278,0.8,4.3
6022559,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91106,626,3143517,1838,34.1265375,-118.1384937,120036,109601,84810,947.666037265552,0.4,4.1
60225599,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,1945692,0,33.2241243,-117.2353781,46555,43025,29777,204.393160141137,6.7,3.7
60225609,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,3519744,0,33.229935,-117.2750748,83776,81707,54527,164.551296567146,2.2,4.0
60225619,6,California,CA,Alameda County,Oceanside,Alameda city,Track,Track,92056,760,3228528,0,33.2107453,-117.2669427,86856,71443,63081,436.964860454113,1.4,4.5
60225629,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,1990960,0,33.1994118,-117.2642216,69998,59199,48264,201.349396828836,2.5,4.7
60225639,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,3509920,0,33.2069221,-117.2241894,97058,78585,68321,199.756077066841,0.1,4.3
60225649,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,4043801,0,33.1869616,-117.2418366,56819,50375,46926,211.816416486084,8.2,3.5
60225659,6,California,CA,Alameda County,Carlsbad,Alameda city,Track,Track,92009,760,1433584,0,33.1803561,-117.286498,60939,52630,51347,212.155921528553,4.7,3.4
60225669,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,2974175,0,33.1752541,-117.2666754,101855,87188,64748,208.319141253358,0.2,4.5
60225679,6,California,CA,Alameda County,Vista,Alameda city,Track,Track,92084,760,3514813,0,33.1575865,-117.2317328,65993,56239,47599,520.298921824743,3.6,3.8
60225689,6,California,CA,Alameda County,Carlsbad,Alameda city,Track,Track,92009,760,2950163,0,33.091405,-117.2387858,125417,120302,79914,328.310541784017,0.4,4.3
6022569,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91801,626,1050467,0,34.1012449,-118.1218022,79539,66817,64464,880.019318174135,2.3,3.9
60225699,6,California,CA,Alameda County,Victorville,Alameda city,Track,Track,92395,760,2891319,0,33.1499789,-117.2062594,38094,31366,28152,432.68037742207,6.9,3.8
60225709,6,California,CA,Alameda County,San Marcos,Alameda city,Track,Track,92069,760,2894444,0,33.1511693,-117.1773755,85147,65037,61905,121.322228420154,4.0,4.2
60225719,6,California,CA,Alameda County,San Marcos,Alameda city,Track,Track,92069,760,1961213,0,33.1395167,-117.1298501,62036,59220,41398,254.113924201849,3.6,4.1
60225729,6,California,CA,Alameda County,San Marcos,Alameda city,Track,Track,92078,760,5459048,0,33.1392223,-117.189465,37577,27008,31164,808.106537365921,8.3,3.2
60225739,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92026,760,1823381,0,33.1501423,-117.0867344,63649,58770,44168,260.684347734335,3.8,4.4
60225749,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92027,760,1549639,0,33.1447016,-117.0691907,93177,300000,51821,145.556753059083,0.1,4.3
60225759,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92027,760,877500,0,33.138326,-117.0476028,40346,30361,33045,603.652554570749,8.1,2.7
60225769,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92026,760,336347,0,33.1313346,-117.0781738,31455,30678,21980,323.819809641589,5.5,3.9
60225779,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92026,760,3458404,0,33.1505587,-117.1089789,48644,300000,37154,340.292234808594,7.8,3.2
60225789,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92026,760,1192256,0,33.1374325,-117.0980268,40629,33436,28224,1323.90528943601,8.0,3.7
6022579,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91803,626,1091606,0,34.0909207,-118.1536066,94952,76868,69403,476.229710663655,0.4,4.3
60225799,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92029,760,5128183,0,33.0829737,-117.0871247,138272,133900,65204,101.254750986237,0.6,4.5
60225809,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92025,760,1994666,0,33.1189678,-117.0681037,60877,47821,51795,338.59014282972,3.0,4.4
60225819,6,California,CA,Alameda County,Escondido,Alameda city,Track,Track,92025,760,4346226,188541,33.0880785,-117.066471,105408,89723,61753,216.71405533418,0.7,4.1
60225829,6,California,CA,Alameda County,Ramona,Alameda city,Track,Track,92065,760,7239565,0,33.032855,-116.8935925,57913,51200,37224,325.819628139464,6.8,3.5
60225839,6,California,CA,Alameda County,Ramona,Alameda city,Track,Track,92065,760,39065449,0,33.0348099,-116.7875799,122060,300000,66049,70.3941837764163,0.4,4.4
60225849,6,California,CA,Alameda County,Temecula,Alameda city,Track,Track,92590,951,149606533,91185,33.0526794,-116.6289158,70597,47218,59818,323.390016259282,3.2,4.5
60225859,6,California,CA,Alameda County,Pine Valley,Alameda city,Track,Track,91962,619,1166950748,4138940,32.7026541,-116.456874,26849,24952,26790,140.725082651306,12.3,2.5
60225869,6,California,CA,Alameda County,Jamul,Alameda city,Track,Track,91935,619,377463653,4543820,32.6637754,-116.7818507,73930,77259,61435,196.551595333146,4.5,3.8
60225879,6,California,CA,Alameda County,Encinitas,Alameda city,Track,Track,92024,858,12580403,0,32.9511013,-117.1889566,153817,148249,74986,406.724589158237,0.0,4.6
60225889,6,California,CA,Alameda County,National City,Alameda city,Track,Track,91950,619,782181,0,32.6798478,-117.0871838,48337,44001,31588,461.448269589042,7.9,3.3
6022589,6,California,CA,Alameda County,Temple City,Alameda city,Track,Track,91780,626,1032163,0,34.0976173,-118.0712085,70722,51166,62414,702.234098903166,4.4,4.0
60225899,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94133,415,268266,0,37.8016201,-122.4156811,98645,82929,77710,435.080144412612,0.3,4.1
602259,6,California,CA,Alameda County,Union City,Alameda city,Track,Track,94587,510,2276490,0,37.582671,-122.0858114,162134,300000,73181,180.615613805808,0.2,4.9
60225909,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94133,415,187222,0,37.7993784,-122.4063879,54766,28524,67081,488.572049192212,5.2,3.5
60225919,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94109,415,250647,0,37.798037,-122.4205599,120686,105824,84510,439.572233609857,0.3,4.4
60225929,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94108,415,177415,0,37.7929713,-122.4127333,103341,56013,94813,190.158767056869,1.0,4.4
60225939,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94109,415,125229,0,37.7879645,-122.4185273,58360,40560,52743,849.639805943536,7.9,4.0
60225949,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94102,415,92648,0,37.7870223,-122.412097,35063,21830,34530,596.355279771242,9.2,2.9
60225959,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94123,415,170458,0,37.8022683,-122.4391509,122229,110331,74461,498.896739389648,0.3,4.9
60225969,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94109,415,180870,0,37.8019597,-122.4272491,117867,111048,78261,230.213617907073,0.8,4.6
60225979,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94123,415,173030,0,37.7937795,-122.4247496,147619,144509,81302,361.96690601577,0.3,4.5
60225989,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94129,415,581309,0,37.7887307,-122.4524293,149782,300000,93242,97.5609991456278,0.7,4.2
6022599,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91801,626,447340,0,34.0661708,-118.1198426,54629,40689,49499,928.76781283265,6.4,3.8
60225999,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94115,415,279195,0,37.7879139,-122.4302666,133389,141923,75434,208.448014472697,0.5,4.2
60226009,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94115,415,311339,0,37.7850943,-122.4341464,52877,24968,60967,121.222790518015,7.6,3.9
60226019,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94115,415,343931,0,37.7813045,-122.4373585,82037,63004,73788,301.715603251209,1.8,4.0
60226029,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94102,415,273255,0,37.7771541,-122.4228807,85782,71513,66476,232.784829339461,4.4,3.9
60226039,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94117,415,370453,0,37.7741958,-122.4477883,127804,300000,78645,180.622143474207,0.4,4.3
60226049,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94117,415,226534,0,37.7713309,-122.4290133,111383,106285,68094,194.550698317379,0.5,4.2
60226059,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94114,415,469549,0,37.7648873,-122.4394973,119299,300000,78740,124.360403813396,0.4,4.6
60226069,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94103,415,633558,0,37.7794424,-122.4107252,55829,17195,72540,364.935478593794,9.7,3.4
60226079,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94107,415,937021,0,37.7753304,-122.4022764,124686,120979,92008,201.192495854231,0.4,4.7
60226089,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94114,415,285950,0,37.7649374,-122.4294339,101411,101910,70085,273.553351248846,1.0,3.9
6022609,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91754,626,1098016,0,34.050659,-118.1328703,85646,66653,66605,466.038741176964,2.9,4.4
60226099,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94114,415,567325,0,37.7595626,-122.4303429,149956,151325,81083,104.256568986347,0.0,5.0
60226109,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94110,415,312680,0,37.7518211,-122.4184134,60022,38568,58147,496.186648035209,2.6,4.1
60226119,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94114,415,424230,0,37.7539709,-122.4298154,118223,85279,79232,167.95411346557,0.4,4.8
60226129,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94131,415,495278,0,37.7450518,-122.4266975,109114,94516,81608,146.684769043375,0.8,4.3
60226139,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94131,415,500951,0,37.7379539,-122.429097,141551,122940,84557,190.586185563349,0.1,4.1
60226149,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94110,415,578056,0,37.7607269,-122.4125113,117065,120276,88900,265.623158386326,0.8,4.3
60226159,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94103,415,248905,0,37.751201,-122.4139445,69979,60801,48531,225.353351115228,2.1,4.5
60226169,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94124,415,409146,0,37.7326749,-122.3958349,116858,92794,80457,87.7607911698459,0.1,4.3
60226179,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94124,415,854096,0,37.7215916,-122.3900907,43642,25396,42230,356.81842954839,5.4,3.7
60226189,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94131,415,383005,0,37.7437016,-122.4201487,83926,60668,77088,167.359038513628,2.1,4.4
6022619,6,California,CA,Alameda County,South San Gabriel,Alameda city,Track,Track,91770,626,1545618,685,34.0502444,-118.1001251,67295,58314,53369,832.92319943629,2.4,4.2
60226199,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94112,415,1076566,0,37.7280629,-122.4372594,103187,83574,84934,156.62365814121,0.3,4.6
60226209,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94134,415,627382,0,37.731586,-122.4121401,125098,300000,70504,155.62212447588,0.5,4.5
60226219,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94134,415,658503,81108,37.7234533,-122.4105033,89563,300000,67262,105.562685170205,4.2,4.1
60226229,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94112,415,751210,0,37.7196238,-122.44316,84170,57986,74176,364.085049436849,2.0,4.1
60226239,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94112,415,367744,0,37.7138687,-122.4395362,77925,61888,64811,194.715727705349,1.3,4.4
60226249,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94134,415,410515,0,37.7164867,-122.4032486,82263,300000,59372,221.924673539483,2.2,4.0
60226259,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94131,415,1260215,14870,37.7594483,-122.4579224,110269,300000,62123,236.885624393785,0.3,4.7
60226269,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94122,415,752520,0,37.7569413,-122.4692285,111969,109102,73323,224.050325405784,0.4,4.3
60226279,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94131,415,1087778,35670,37.7523832,-122.4517871,116164,113675,77991,138.889727237143,0.6,4.7
60226289,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94127,415,1243203,0,37.7391909,-122.4678657,134649,300000,75047,81.1614411720469,0.9,4.3
6022629,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,1343474,0,34.0036098,-118.0764181,51924,38069,42368,802.366111482109,9.4,3.3
60226299,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94127,415,1853672,0,37.7283132,-122.4682662,132148,133623,71072,107.856452995713,0.8,4.3
60226309,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94112,415,512108,0,37.7217815,-122.4573371,80840,60569,63404,296.487290778571,2.8,3.9
60226319,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94132,415,684970,0,37.7133961,-122.4670977,84239,67378,65291,426.574931902059,4.2,3.5
60226329,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94122,415,472116,0,37.7588987,-122.4825797,100845,76565,73850,213.818536102429,0.2,4.2
60226339,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94116,415,585365,0,37.746019,-122.4804356,82738,60686,69109,268.687155178815,2.0,4.2
60226349,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94116,415,504600,0,37.7526804,-122.4906464,91495,80319,79592,268.619147404475,0.8,4.4
60226359,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94132,415,895576,0,37.7322021,-122.4872361,117792,118409,75495,95.4259411312858,0.7,4.6
60226369,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94122,415,925693,0,37.7576288,-122.4991518,129992,134953,74666,120.385655622212,0.3,4.3
60226379,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94122,415,372758,0,37.7613995,-122.5061469,86178,77456,67770,333.512706978285,3.8,3.8
60226389,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94116,415,1033599,557642,37.7421123,-122.5072288,87907,76810,62606,203.788117072931,3.6,3.7
6022639,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90601,562,1417554,0,33.998845,-118.0628302,86329,74455,58772,723.725965277117,1.0,4.5
60226399,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94118,415,531470,0,37.7843303,-122.4683869,75731,63551,64992,314.08638096975,1.0,4.7
60226409,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94121,415,551507,302821,37.7880433,-122.4885865,140696,131522,86724,139.187737299372,0.5,4.7
60226419,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94118,415,592224,0,37.7771205,-122.468001,95726,84648,75115,228.681026005064,0.9,4.5
60226429,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94121,415,352786,0,37.7744602,-122.4837889,97480,84533,72068,234.01602353838,0.6,4.6
60226439,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94121,415,1166621,4096057,37.7824907,-122.5098633,81756,59848,70458,281.288480155568,1.4,4.7
60226449,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94107,415,2082513,844390,37.7724142,-122.3904583,116387,103155,82011,1507.61923986506,0.4,4.5
60226459,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94107,415,797746,0,37.7550919,-122.3974731,97103,75078,84386,519.657886168151,0.6,4.5
60226469,6,California,CA,Alameda County,San Francisco,Alameda city,Track,Track,94121,415,4341949,409466,37.7684025,-122.4920873,138908,300000,43060,10.6315506116245,0.9,4.3
60226479,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95202,209,1313201,152316,37.9524848,-121.3008145,37864,23333,37316,379.390391304906,8.7,2.9
60226489,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95202,209,994139,0,37.9626057,-121.2768386,36952,30144,29030,350.558294590698,10.0,2.9
6022649,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90602,562,532320,0,33.9698819,-118.0349208,50596,40766,38463,479.380119207938,5.7,3.8
60226499,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95203,209,8894112,518688,37.9405169,-121.3145235,56294,44505,43064,377.486883442519,7.8,3.5
60226509,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95204,209,1931199,104000,37.9761614,-121.3288819,51335,46263,36191,485.878465720239,9.4,3.8
60226519,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95204,209,2210097,95933,37.9724931,-121.3089795,81261,300000,53799,259.522744558975,4.0,4.0
60226529,6,California,CA,Alameda County,Oakland,Alameda city,Track,Track,94606,209,4762836,20052,37.9805494,-121.2764321,71146,56524,46208,470.150582668963,2.8,4.4
60226539,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95205,209,1916226,0,37.9672954,-121.2542261,41350,34300,29619,467.018173004714,8.8,3.2
60226549,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95206,209,3312527,0,37.9376415,-121.2438699,42969,28175,34592,265.090493675405,6.2,3.6
60226559,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95206,209,1921329,0,37.9290303,-121.2897337,42845,30213,39917,239.321953761896,7.3,3.2
60226569,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95215,209,4137641,0,37.9648258,-121.2359883,51164,42016,33089,380.988897186827,6.0,3.5
60226579,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95219,209,1354234,239075,38.0093048,-121.3621535,106487,89226,71955,207.286570285944,0.2,4.6
60226589,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95207,209,2136317,9826,37.9941419,-121.3245319,57881,41178,48413,521.582428031616,6.6,3.7
6022659,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,786706,99582,33.9737097,-118.0905791,80133,73173,50227,432.107091478495,2.4,4.4
60226599,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95219,209,5794377,576741,37.9812253,-121.3574591,103044,68486,88023,384.977108973131,0.0,4.5
60226609,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95209,209,5229449,127262,38.0473283,-121.3368081,68712,300000,48173,345.552654276175,1.3,4.2
60226619,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95209,209,1072847,0,38.0403551,-121.3565447,97923,99096,56771,170.721701492736,0.7,4.9
60226629,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95204,209,2046351,0,38.0019053,-121.3072652,47543,43324,43079,324.357577286987,8.3,3.4
60226639,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95210,209,1362227,5622,38.0349259,-121.3162854,52490,44532,39822,375.181355271916,8.4,3.7
60226649,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95210,209,1337827,0,38.0327016,-121.287041,27737,24224,18902,181.324966509985,11.8,2.7
60226659,6,California,CA,Alameda County,Livermore,Alameda city,Track,Track,94551,209,1450257,0,38.0094599,-121.2957942,51011,44424,35481,317.190927597092,7.8,3.7
60226669,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95212,209,26417376,54005,38.0298609,-121.2450807,89030,83849,68219,111.690043703879,4.8,4.1
60226679,6,California,CA,Alameda County,Stockton,Alameda city,Track,Track,95215,209,41896728,63589,37.9350636,-121.1904318,51743,32600,52223,303.522981858786,5.3,3.9
60226689,6,California,CA,Alameda County,Manteca,Alameda city,Track,Track,95336,209,44046931,63417,37.885527,-121.2688218,52832,37050,49141,270.491687207004,7.6,2.8
6022669,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90605,562,1085703,3536,33.9281744,-118.0407064,86034,70577,58390,539.869169267579,2.3,4.2
60226699,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95242,209,9259722,174903,38.1663993,-121.3290413,104709,81008,78255,217.554900364059,0.7,4.7
60226709,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95242,209,1210506,227033,38.1480447,-121.287501,92298,71477,70416,301.649746197821,0.8,4.5
60226719,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95242,209,2611804,0,38.1227092,-121.2973297,82370,62676,57865,238.552364470675,2.7,4.3
60226729,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95240,209,760132,0,38.1085229,-121.2760564,38878,30917,30666,659.783671764627,8.5,2.8
60226739,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95240,209,1646952,0,38.1342159,-121.2596558,53367,39264,39887,439.754547085978,5.2,3.7
60226749,6,California,CA,Alameda County,Lodi,Alameda city,Track,Track,95240,209,305449138,2314203,38.1063082,-121.0464555,112865,300000,80314,121.159914264504,0.1,4.6
60226759,6,California,CA,Alameda County,Escalon,Alameda city,Track,Track,95320,209,9768771,0,37.7960045,-120.9929192,55907,300000,43584,502.621680194223,9.3,3.4
60226769,6,California,CA,Alameda County,Ripon,Alameda city,Track,Track,95366,209,20149934,210152,37.728534,-121.1609082,110209,98248,64425,246.178401744222,0.7,4.7
60226779,6,California,CA,Alameda County,Manteca,Alameda city,Track,Track,95336,209,1667685,0,37.798966,-121.210707,54417,62179,44310,103.455036194627,7.2,3.5
60226789,6,California,CA,Alameda County,Manteca,Alameda city,Track,Track,95330,209,37232735,106555,37.8447093,-121.3026366,74672,69659,45930,770.388346027641,1.9,4.4
